Store ID,Store Site,Street Address,City,ST,Postal Code,Gross Area,Sales Area,Staging,Mezzanine,Staging + Mezzanine,STORE,STORE_NAME,STORE_NAME10,STORE_NAME3,STORE_CLASS,STORE_MGR_NAME,STORE_OPEN_DATE,STORE_CLOSE_DATE,PHONE_NUMBER,TOTAL_SQUARE_FT,SELLING_SQUARE_FT,CHANNEL_ID,MALL_NAME,DISTRICT,DEFAULT_WH,Pincode,CURRENCY_CODE,INTEGRATED_POS_IND,ORIG_CURRENCY_CODE,Longitude,Latitude
9825,FT LAUD-PEMBROKE PINES,11300 Pines Blvd,Pembroke Pines,FL,33026,24000,20577,630,1730,2360,9825,FT LAUD-PEMBROKE PINES,9825,PEM,A,LELAND H RIVERS,20-09-98,,954-431-1700,24040,21556,1,,410,7,,USD,Y,USD,-80.29443,26.0267
7801,PHX-TEMPE,55 S McClintock Dr Ste 125,Tempe,AZ,85281,24000,20385,712,1634,2346,7801,PHX-TEMPE,7801,PHX,A,BILL WEHRMAN,22-07-07,,480-967-0795,23280,20385,1,,103,4,,USD,Y,USD,-111.92733,33.426885
3862,BUFF-CHEEKTOWAGA,1740 Walden Ave Ste 200,Cheektowaga,NY,14225,24000,20709,4093,0,4093,3862,BUFF-CHEEKTOWAGA,3862,BUF,A,DON SCHOENFELDT,03-08-03,,716-895-6091,27610,20709,1,,209,8,,USD,Y,USD,-78.75813,42.929891
7811,"CIN-FLORENCE, KY",4999 Houston Rd Ste 200,Florence,KY,41042,24000,20375,3988,0,3988,7811,"CIN-FLORENCE, KY",7811,CIN,A,TONYA MCGRIFF,06-04-07,,859-282-9658,25756,20394,1,,217,9,,USD,Y,USD,-84.64401,38.983853
5817,EVANSVILLE,6212 E Lloyd Expy,Evansville,IN,47715,24000,20464,3965,0,3965,5817,EVANSVILLE,5817,EVA,A,CARL ELBEL,04-09-05,,812-475-1636,27268,20622,1,,211,9,,USD,Y,USD,-87.47506,37.975476
2764,VINELAND,3849 S Delsea Dr Ste A3,Vineland,NJ,8360,24000,19611,3209,0,3209,2764,VINELAND,2764,VIN,A,ESMIRNA RAMOS,03-10-02,,856-825-5855,25058,19611,1,,318,8,,USD,Y,USD,-75.01887,39.492265
9816,HATTIESBURG,4400 Hardy St,Hattiesburg,MS,39402,24000,19130,3110,0,3110,9816,HATTIESBURG,9816,HAT,A,JESSE W HAHN,15-03-98,,601-264-1209,25700,19117,1,,415,1,,USD,Y,USD,-89.37926,31.325437
1675,VALLEJO,105 Plaza Dr Ste 101,Vallejo,CA,94591,24000,20201,2895,0,2895,1675,VALLEJO,1675,VAL,A,JEROME MILLER,15-02-01,,707-552-0165,25979,20201,1,,113,2,,USD,Y,USD,-122.21035,38.099119
9545,FT LAUD-DAVIE,1922 S University Dr,Davie,FL,33324,24000,17906,2598,0,2598,9545,FT LAUD-DAVIE,9545,DA,A,PETER R KHORRAN,28-09-95,,954-236-3038,24000,18090,1,,410,7,,USD,Y,USD,-80.27469,26.110631
9546,MIA-FLAGLER,8287 W Flagler St,Miami,FL,33144,24000,17958,2285,0,2285,9546,MIA-FLAGLER,9546,MIA,A,UNKNOWN,28-09-95,,305-266-7033,24000,18568,1,,410,7,,USD,Y,USD,-80.30839,25.76226
9428,TOLEDO-MONROE,4622 Talmadge Rd,Toledo,OH,43623,24000,18593,2008,0,2008,9428,TOLEDO-MONROE,9428,TOL,E,AMY HANELINE,30-03-01,,419-475-4296,18000,14327,1,,206,9,,USD,Y,USD,-83.64363,41.707649
102,ROCKFORD,6301 E State St,Rockford,IL,61108,24000,19368,1835,0,1835,102,ROCKFORD,102,ROC,C,PATRICIA SUPPLE,01-06-96,,815-227-1296,24079,19369,1,,205,9,,USD,Y,USD,-89.01776,42.254087
4946,TOR-SCARBOROUGH/WEST,"806 Warden Ave, Unit D",Scarborough,ON,M1L4T7,24000,18495,1602,0,1602,4946,TOR-SCARBOROUGH/WEST,4946,TOR,C,KIM VAN MIERLO,01-09-16,,437-889-2005,23784,18289,1,,508,8,,CAD,Y,CAD,-79.2851095,43.721365
3924,SASKATOON,1723 Preston Ave N Ste 201,Saskatoon,SK,S7N4V2,23999,19457,1476,1593,3069,3924,SASKATOON,3924,SAS,A,DARRYL KAISER,06-02-03,,306-975-1810,24038,19457,1,,503,2,,CAD,Y,CAN,-106.622788,52.108524
5027,"NORMAL, IL","200 Greenbriar Dr, Ste A",Normal,IL,61761,23999,17454,1746,0,1746,5027,NORMAL,5027,NOR,C,KELLY MCALLISTER,15-06-12,,309-268-4007,23999,17454,1,,211,9,,USD,Y,USD,-88.98629,40.515485
5738,RAL-DURHAM/RENAISSANCE PKWY,8200 Renaissance Pkwy Ste 1030,Durham,NC,27713,23995,19408,1138,1660,2798,5738,RAL-DURHAN/RENAISSANCE PKWY,5738,RAL,A,STEVE LEYMEISTER,13-10-05,,919-206-4388,23758,19408,1,,313,7,,USD,Y,USD,-78.92113,35.905765
1338,CHI-MOUNT PROSPECT,1033 N Elmhurst Rd,Mount Prospect,IL,60056,23994,18578,2329,0,2329,1338,CHI-MOUNT PROSPECT,1338,CHI,C,UNKNOWN,26-10-17,,224-588-5224,23994,18320,1,,201,9,,USD,Y,USD,-87.93621,42.065427
9403,S. BEND-MISHAWAKA,6502 Grape Rd Room 730,Mishawaka,IN,46545,23993,20061,806,1180,1986,9403,S. BEND-MISHAWAKA,9403,S B,C,CATHY L SMITH,01-12-95,,574-271-0112,18052,14735,1,,203,9,,USD,Y,USD,-86.16811,41.681487
2718,DET-CHESTERFIELD TOWNSHIP,51375 Gratiot Ave,Chesterfield,MI,48051,23991,19888,1030,1893,2923,2718,DET-CHESTERFIELD TOWNSHIP,2718,DET,A,JAMES B WELCH,16-05-02,,586-948-1880,24343,19888,1,,206,9,,USD,Y,USD,-82.83068,42.682081
2036,ST.L-CHESTERFIELD,142 THF Blvd,Chesterfield,MO,63005,23991,19891,974,1827,2801,2036,ST.L-CHESTERFIELD,2036,STL,C,DENNIS L TIBBLES,09-03-00,,636-728-0712,24204,19891,1,,216,9,,USD,Y,USD,-90.63155,38.646981
3713,COLORADO SPRINGS-POWERS,3040 N Powers Blvd,Colorado Springs,CO,80922,23991,19655,1267,1755,3022,3713,COLORADO SPRINGS-POWERS,3713,COL,A,MONELLE LEISTER,22-05-03,,719-622-9521,24103,19655,1,,105,1,,USD,Y,USD,-104.70145,38.897344
3909,"CAMBRIDGE, ON",18 Pinebush Rd Unit 1,Cambridge,ON,N1R8K5,23991,19422,1071,1705,2776,3909,"CAMBRIDGE, ON",3909,CAM,A,ALISON PATTEN,16-11-00,,519-740-1100,25680,19422,1,,504,9,,CAD,Y,CAN,-80.325399,43.408478
3914,VAN-RICHMOND,9711 Bridgeport Rd,Richmond,BC,V6X1S3,23991,19430,1430,1693,3123,3914,VAN-RICHMOND,3914,VAN,A,KAMALJIT DHARI,06-09-01,,604-273-6311,24475,19430,1,,505,2,,CAD,Y,CAN,-123.1171285,49.19204
2059,DEN-SUPERIOR,410 Marshall Rd,Superior,CO,80027,23991,19495,815,1657,2472,2059,DEN-SUPERIOR,2059,DEN,A,JEROLD F VIETH,21-09-00,,720-304-3224,23753,19659,1,,106,2,,USD,Y,USD,-105.15053,39.963322
2020,DFW-ROCKWALL,2717 Market Center Dr,Rockwall,TX,75032,23988,19885,1275,1720,2995,2020,DFW-ROCKWALL,2020,DFW,C,CHRIS STOKES,03-02-00,,972-772-7930,22475,19885,1,ROCKWALL MARKET CTR,404,1,,USD,Y,USD,-96.44129,32.867103
1077,VA BCH-HAMPTON,2170 Coliseum Dr Ste C,Hampton,VA,23666,23981,17651,3357,0,3357,1077,VA BCH-HAMPTON,1077,VAB,C,UNKNOWN,03-08-12,,757-827-0176,24270,17651,1,,316,7,,USD,Y,USD,-76.40711,37.050946
1532,CLEV-AVON,35840 Detroit Rd,Avon,OH,44011,23979,19236,1382,1547,2929,1532,CLEV-AVON,1532,CLE,A,BOBBI S HAYES,29-03-01,,440-937-2200,24055,19419,1,,210,9,,USD,Y,USD,-82.02167,41.450538
2861,DET-TROY,1205 Coolidge Hwy,Troy,MI,48084,23975,19450,2527,0,2527,2861,DET-TROY,2861,DET,A,DIANE M DOUGHERTY,03-02-02,,248-649-3103,25737,19450,1,,206,9,,USD,Y,USD,-83.18405,42.563505
2758,TUCSON-IRVINGTON,1161 W Irvington Rd,Tucson,AZ,85714,23972,19421,912,1743,2655,2758,TUCSON-IRVINGTON,2758,TUC,A,DIANA L BARTON,01-08-02,,520-807-6290,23849,19421,1,,102,4,,USD,Y,USD,-110.95525,32.170277
9936,TRENTON-PRINCETON,300 Nassau Park Blvd,Princeton,NJ,8540,23972,19868,1225,1720,2945,9936,TRENTON-PRINCETON,9936,PRI,C,ROBERT SCHAUMBURG,22-10-99,,609-919-1250,23669,20266,1,NASSAU PARK PAVILION,301,8,,USD,Y,USD,-74.64922,40.357439
2779,OMAHA-W MAPLE,3405 N 147th St,Omaha,NE,68116,23970,19421,1065,1734,2799,2779,OMAHA-W. MAPLE,2779,OMA,A,MARTY J FRANKL,03-10-02,,402-898-2560,24238,19421,1,,213,9,,USD,Y,USD,-96.15352,41.294069
1567,TOLEDO-ROSSFORD,9860 Old E US 20,Rossford,OH,43460,23970,19419,1319,1725,3044,1567,TOLEDO-ROSSFORD,1567,TOL,A,ALLEN M DONG,12-07-01,,419-874-1850,23889,19419,1,,206,9,,USD,Y,USD,-83.5619,41.603797
5728,BOS-PLYMOUTH,211 Colony Place Rd,Plymouth,MA,2360,23970,19699,1185,1615,2800,5728,BOS-PLYMOUTH,5728,BOS,A,BOB SNIDER,08-09-05,,508-732-9880,24239,19699,1,,310,8,,USD,Y,USD,-70.61999,41.894676
7729,JAX-BEACH BLVD,13740 Beach Blvd Ste 200,Jacksonville,FL,32224,23970,19873,1138,1609,2747,7729,JAX-BEACH BLVD,7729,JAX,A,RICHARD WILDER,07-06-07,,904-821-9753,23674,19873,1,,413,7,,USD,Y,USD,-81.47043,30.284511
9187,LA-ENCINO,17230 Ventura Blvd,Encino,CA,91316,23969,17838,2773,0,2773,9187,LA-ENCINO,9187,LOS,C,SARKI BAGHDADLIAN,10-09-10,,818-783-7970,24022,17838,1,,112,4,,USD,Y,USD,-118.51636,34.168753
1551,TALLAHASSEE,1524 Governors Square Blvd,Tallahassee,FL,32301,23965,19588,2849,1863,4712,1551,TALLAHASSEE,1551,TAL,A,ANTHONY J CONQUIST,05-07-01,,850-878-5622,24809,19588,1,,416,7,,USD,Y,USD,-84.26903,30.431283
9883,CIN-EASTGATE,700 Eastgate S Dr Ste 100A,Cincinnati,OH,45245,23957,18309,2240,0,2240,9883,CIN-EASTGATE,9883,CIN,A,TIM D CROSS,26-07-98,,513-752-4434,24938,20721,1,,217,9,,USD,Y,USD,-84.27311,39.075329
2076,BAY-UNION CITY,31080 Dyer St,Union City,CA,94587,23956,19654,1115,1678,2793,2076,BAY-UNION CITY,2076,BAY,A,CHARLES T BEYER,16-11-00,,510-471-5443,23945,19654,1,,115,2,,USD,Y,USD,-122.04577,37.592184
4721,DFW-GARLAND,5325 N Garland Ave,Garland,TX,75040,23948,19694,956,1778,2734,4721,DFW- GARLAND,4721,GAR,A,MONICA WAGERS,05-08-04,,972-495-8536,23803,19694,1,,404,1,,USD,Y,USD,-96.62639,32.920574
5807,INDY-TRADERS POINTE,5750 W 86th St,Indianapolis,IN,46278,23947,19472,1404,1648,3052,5807,INDY-TRADERS POINTE,5807,IND,A,GARY LIPKIN,27-02-05,,317-876-0063,23423,19472,1,,211,9,,USD,Y,USD,-86.28619,39.89792
1600,DET-WOODHAVEN,23460 Allen Rd,Woodhaven,MI,48183,23940,19419,1350,1726,3076,1600,DET-WOODHAVEN,1600,DET,A,SCOTT RAYMOND LUERS,18-10-01,,734-676-7285,23886,19419,1,,206,9,,USD,Y,USD,-83.21446,42.137071
3847,FLINT,3268 S Linden Rd,Flint,MI,48507,23939,19694,905,1778,2683,3847,FLINT,3847,FLI,A,KENNETH KNOWLES,10-08-03,,810-733-6785,24200,19694,1,,204,9,,USD,Y,USD,-83.70142,42.973263
1227,CHI-CHICAGO/PULASKI,4070 S Pulaski Rd,Chicago,IL,60632,23936,17624,851,2136,2987,1227,CHI-42ND & PULASKI,1227,CHI,C,UNKNOWN,03-03-16,,773-696-4923,21715,17681,1,,202,9,,USD,Y,USD,-87.7105,41.809299
1595,"FENTON, MI",15110 Silver Pkwy,Fenton,MI,48430,23936,19419,1350,1726,3076,1595,"FENTON, MI",1595,FEN,A,TERRY D NELSON,20-09-01,,810-750-3486,24039,19419,1,,204,9,,USD,Y,USD,-83.74074,42.78459
4818,FARGO,1638 13th Ave E Ste 1,West Fargo,ND,58078,23935,19695,1404,1802,3206,4818,FARGO,4818,FAR,A,KADEE MCKINNON,02-05-04,,701-281-2385,24298,19695,1,,215,2,,USD,Y,USD,-96.90503,46.875367
1544,READING,2763 Papermill Rd,Wyomissing,PA,19610,23929,19875,1298,1720,3018,1544,READING,1544,REA,A,JOSEPH E BERASLEY,22-02-01,,610-736-3430,23941,19875,1,,208,8,,USD,Y,USD,-75.97099,40.335023
2736,RAL-BRIER CREEK PKWY,8131 Brier Creek Pkwy,Raleigh,NC,27617,23928,19420,1079,1737,2816,2736,RAL-BRIER CREEK PKWY,2736,RAL,A,OLEH HAHARIN,05-09-02,,919-806-2736,23810,19420,1,,313,7,,USD,Y,USD,-78.743197,35.906016
4722,NORTH HAVEN,170 Universal Dr N,North Haven,CT,6473,23928,19709,1362,1689,3051,4722,NORTH HAVEN,4722,NOR,A,JOHN SAMELA,14-10-04,,203-985-0302,24260,19709,1,,305,8,,USD,Y,USD,-72.85897,41.378447
3930,EDMONTON-NORTHEAST,13703 42nd St NW,Edmonton,AB,T5Y3E1,23927,19842,1117,1845,2962,3930,EDMONTON- NORTHEAST,3930,EDM,A,CHRIS DANARD,23-10-03,,780-457-6177,24113,19842,1,,503,2,,CAD,Y,CAN,-113.406838,53.599691
5054,DET-BRIGHTON,8389 W Grand River Ave,Brighton,MI,48116,23927,18459,2638,0,2638,5054,DET-BRIGHTON,5054,DET,C,UNKNOWN,05-07-13,,810-229-1485,23927,18579,1,,204,9,,USD,Y,USD,-83.77718,42.509476
3716,TRENTON-HAMILTON,320 Marketplace Blvd,Trenton,NJ,8691,23926,19422,1240,1841,3081,3716,TRENTON-HAMILTON,3716,TRE,A,HARRY V SICKLES,20-03-03,,609-581-6969,23226,19422,1,,301,8,,USD,Y,USD,-74.59364,40.207034
2009,PHX-SCOTTSDALE/PROMENADE,16239 N Scottsdale Rd,Scottsdale,AZ,85254,23925,19924,1075,1678,2753,2009,PHX-SCOTTSDALE PROMENADE,2009,PHX,C,ANNE M SHERRELL,17-02-00,,480-315-0355,23669,19905,1,,103,4,,USD,Y,USD,-111.95416,33.617504
1543,"CONCORD, NH",86 D'Amante Dr,Concord,NH,3301,23924,19427,1262,1763,3025,1543,"CONCORD, NH",1543,CON,A,SEAN J MUSCARELLA,08-02-01,,603-226-3684,24166,19427,1,,306,8,,USD,Y,USD,-71.53774,43.213705
6704,PALM BEACH-PALM BEACH GARDENS,11240 Legacy Ave,Palm Beach Gardens,FL,33410,23924,19800,1075,1681,2756,6704,PALM BEACH-PALM BEACH GARDENS,6704,PAL,A,REYMAN MIDENCE,26-10-06,,561-775-0859,25193,19805,1,,412,7,,USD,Y,USD,-80.08824,26.839588
3852,GREENSBORO-WENDOVER,1206 Bridford Pkwy Ste C,Greensboro,NC,27407,23924,17519,2354,0,2354,3852,GREENSBORO-WENDOVER,3852,GRE,A,DEBBIE GAITHER,13-07-03,,336-297-4015,22161,17519,1,,313,7,,USD,Y,USD,-79.87112,36.025379
9970,"SPRINGFIELD, MO",1840 E Independence St,Springfield,MO,65804,23923,19811,1365,1730,3095,9970,"SPRINGFIELD, MO",9970,SPR,C,HAZEL V LEE,23-09-99,,417-823-0884,24285,19811,1,,419,1,,USD,Y,USD,-93.2519,37.161299
2058,LA-ANAHEIM HILLS,23021 Savi Ranch Pkwy,Yorba Linda,CA,92887,23923,19602,1109,1724,2833,2058,LA-ANAHEIM HILLS,2058,LA,A,PAUL A NIELSEN,16-09-00,,714-637-1811,23753,19595,1,,121,4,,USD,Y,USD,-117.73856,33.883223
2731,BALT-ANNE ARUNDEL,7665 Arundel Mills Blvd,Hanover,MD,21076,23923,19419,1380,1704,3084,2731,BALT-ANNE ARUNDEL,2731,BAL,A,GERALD WILLIAM DAVIS JR,11-07-02,,410-796-2472,23923,19419,1,,319,8,,USD,Y,USD,-76.71706,39.167708
1538,BAY-EMERYVILLE,3991 Hollis St,Emeryville,CA,94608,23923,19422,1328,1703,3031,1538,BAY-EMERYVILLE,1538,BAY,A,JEFF PIDLYPCHAK,23-08-01,,510-658-4830,24136,19816,1,,115,2,,USD,Y,USD,-122.28316,37.834724
3715,TAMPA-CLEARWATER,2631 Gulf To Bay Blvd,Clearwater,FL,33759,23922,19664,1072,1804,2876,3715,TAMPA-CLEARWATER,3715,TAM,A,VICKI SAWYER,09-10-03,,727-216-0612,23745,19664,1,,411,7,,USD,Y,USD,-82.71645,27.980297
2070,BIRM-TRUSSVILLE,1632 Gadsden Hwy,Birmingham,AL,35235,23916,19440,1100,1756,2856,2070,BIRM-TRUSSVILLE,2070,BIR,A,RAIFIELD CLARK,05-10-00,,205-661-2818,23676,19441,1,,408,7,,USD,Y,USD,-86.65507,33.609779
8832,LANCASTER,44679 Valley Central Way,Lancaster,CA,93536,23914,19590,1418,1631,3049,8832,LANCASTER,8832,LAN,A,LISA CLINE,14-09-08,,661-949-0485,23776,19837,1,,112,4,,USD,Y,USD,-118.32683,34.728857
9973,SPOKANE-SPOKANE VALLEY,15521 E Broadway Ave,Veradale,WA,99037,23912,20070,1108,1668,2776,9973,SPOKANE-SPOKANE VALLEY,9973,SPO,A,DENNIS D DELLOS,13-02-99,,509-893-0543,23462,20065,1,,108,2,,USD,Y,USD,-117.19993,47.643346
1684,LYNCHBURG,4026 G Wards Rd,Lynchburg,VA,24502,23910,19420,1075,1744,2819,1684,LYNCHBURG,1684,LYN,A,RICKY LEE MCCALL,05-08-01,,434-582-5656,23838,19420,1,,221,7,,USD,Y,USD,-79.21525,37.362109
9951,INDY-WESTFIELD,14670 Greyhound Plaza,Carmel,IN,46032,23908,19844,1258,0,1258,9951,INDY-WESTFIELD,9951,IND,B,JOSEPH A KAY,12-08-99,,317-580-9200,23929,20266,1,,211,9,,USD,Y,USD,-86.15416,39.970241
3722,SCRANTON,1150 Commerce Blvd,Dickson City,PA,18519,23907,19418,1260,1707,2967,3722,SCRANTON,3722,SCR,A,ART ROTH,24-04-03,,570-383-7930,23151,19418,1,,303,8,,USD,Y,USD,-75.62478,41.46213
9906,PITT-WASHINGTON,339 Washington Rd,Washington,PA,15301,23906,19895,1337,1721,3058,9906,PITT-WASHINGTON,9906,PIT,A,JAMES J GARCIA,10-04-99,,724-228-4680,23289,19895,1,,207,8,,USD,Y,USD,-80.25185,40.170663
9987,LANSING,540 Frandor Ave,Lansing,MI,48912,23899,19880,1315,1720,3035,9987,LANSING,9987,LAN,C,SHIRLEY L CHAMBERLAIN,11-09-99,,517-332-1778,22118,20266,1,,204,9,,USD,Y,USD,-84.52497,42.734434
2060,GRAND RAPIDS-GRANDVILLE,4830 Wilson Ave SW Ste 400,Grandville,MI,49418,23898,19568,1097,1733,2830,2060,GRAND RAPIDS-GRANDVILLE,2060,GRA,A,TIMOTHY D SPURR,28-09-00,,616-531-2545,23402,19568,1,,204,9,,USD,Y,USD,-85.76466,42.891709
7809,"PHI-DEPTFORD, NJ",2000 Clements Bridge Rd,West Deptford,NJ,8096,23898,19712,1057,0,1057,7809,"PHI-DEPTFORD, NJ",7809,PHI,A,KATHY HOLMES,09-09-07,,856-686-5891,24900,19712,1,,318,8,,USD,Y,USD,-75.13221,39.830313
3731,REDDING,1070 Hilltop Dr,Redding,CA,96003,23890,19413,1560,1758,3318,3731,REDDING,3731,RED,A,STEVEN M PARENZIN,06-02-03,,530-223-9514,23872,19413,1,,113,2,,USD,Y,USD,-122.34206,40.641389
9920,DAYTONA BEACH,2500 W International Speedway Blvd Ste 1000,Daytona Beach,FL,32114,23890,20043,930,1720,2650,9920,DAYTONA BEACH,9920,DAY,A,SHAUNA L GRAFFIN,12-06-99,,386-258-5542,22203,20266,1,,413,7,,USD,Y,USD,-81.03602,29.204009
3755,RAL-GARNER,270 Shenstone Ln,Garner,NC,27529,23885,19705,1076,1877,2953,3755,RAL-GARNER,3755,RAL,A,BILL VINCENT,28-08-03,,919-661-0936,23970,19705,1,,314,7,,USD,Y,USD,-78.60246,35.679194
8785,QUEENS-FOREST HILLS,9030 Metropolitan Ave,Rego Park,NY,11374,23884,18247,2825,0,2825,8785,QUEENS-FOREST HILLS,8785,QUE,A,BILL GOEDTEL,03-02-08,,718-459-2375,23684,18247,1,,309,8,,USD,Y,USD,-73.8609,40.724945
1536,PHX-SURPRISE,13716 W Bell Rd,Surprise,AZ,85374,23883,19593,1125,1700,2825,1536,PHX-SURPRISE,1536,PHX,A,ALBERT M SCHUSTER,08-03-01,,623-584-8708,23753,19593,1,,102,4,,USD,Y,USD,-112.38502,33.643508
9946,PORT CHARLOTTE,18700 Veterans Blvd Ste 12,Port Charlotte,FL,33954,23881,19896,1321,1720,3041,9946,PORT CHARLOTTE,9946,POR,C,ARTHUR B BUAN,21-10-99,,941-235-0050,21620,19903,1,,414,7,,USD,Y,USD,-82.12225,27.02442
9815,S.ANT-ALAMO QUARRY,255 E Basse Rd Ste 120,San Antonio,TX,78209,23881,19212,1897,1600,3497,9815,S.ANT-ALAMO QUARRY,9815,SAN,A,MICHAEL S MABIE,07-06-98,,210-804-1966,23871,19220,1,,406,1,,USD,Y,USD,-98.4568,29.48618
3935,CAL-HARVEST HILLS,130 Country Village Rd NE Ste 315,Calgary,AB,T3K6B8,23879,19667,1279,1554,2833,3935,CAL-HARVEST HILLS,3935,CAL,A,DAVE CAMERON,28-10-04,,403-567-1600,24043,19667,1,,502,2,,CAD,Y,CAN,-114.060979,51.161287
4850,SHREVEPORT,7440 Youree Dr,Shreveport,LA,71105,23875,19655,956,1755,2711,4850,SHREVEPORT,4850,SHR,A,RICHARD DRUM,28-03-04,,318-524-9902,23838,19655,1,,404,1,,USD,Y,USD,-93.7133,32.457903
5721,MSP-WOODBURY,9180 Hudson Rd,Woodbury,MN,55125,23872,19694,1108,1778,2886,5721,MSP-WOODBURY,5721,MSP,A,CHRISTINE FRIESTCH,08-09-05,,651-203-2500,23803,19694,1,,214,9,,USD,Y,USD,-92.94234,44.921982
4809,CHI-NAPERVILLE,2768 Aurora Ave,Naperville,IL,60540,23871,18981,1495,1778,3273,4809,CHI-NAPERVILLE,4809,CHI,A,FRANK WEAVER,12-09-04,,630-596-0391,23727,18981,1,,202,9,,USD,Y,USD,-88.14579,41.764779
2713,KC-OVERLAND PARK/SOUTH,12140 Blue Valley Pkwy,Overland Park,KS,66213,23870,19419,1440,1716,3156,2713,KC-OVERLAND PARK/SOUTH,2713,KCS,A,ARIELLE KEENEY,09-05-02,,913-491-0702,24062,19419,1,,218,1,,USD,Y,USD,-94.70758,38.899634
1606,MILW-NEW BERLIN,15500 W Beloit Rd,New Berlin,WI,53151,23867,19419,1350,1715,3065,1606,MILW-NEW BERLIN,1606,MIL,A,JUDITH A STUEBNER,08-11-01,,262-784-1451,238951,19419,1,,205,9,,USD,Y,USD,-88.09438,42.980163
5736,WINCHESTER,2540 S Pleasant Valley Rd,Winchester,VA,22601,23863,19710,1118,1640,2758,5736,WINCHESTER,5736,WIN,A,MIKE DOST,29-09-05,,540-662-0132,23969,19710,1,,320,7,,USD,Y,USD,-78.16653,39.179076
2010,LAKE CHARLES,3425 Derek Dr,Lake Charles,LA,70607,23860,19767,1121,1725,2846,2010,LAKE CHARLES,2010,LAK,A,WILLIAM R BURKE,07-09-00,,337-562-2320,23168,20038,1,,402,1,,USD,Y,USD,-93.19632,30.129908
9938,NWK-BRIDGEWATER,135 Promenade Blvd,Bridgewater,NJ,8807,23860,19905,1011,0,1011,9938,NWK-BRIDGEWATER,9938,NWK,C,MICHAEL V MOSS,23-10-99,,732-302-4566,23708,20043,1,,303,8,,USD,Y,USD,-74.62253,40.588097
3851,S.DG-ESCONDIDO,820 W Valley Pkwy,Escondido,CA,92025,23850,18786,1877,1710,3587,3851,S.DG-ESCONDIDO,3851,SDG,A,RANDY ALBRIGHT,02-02-03,,760-291-0137,23864,18786,1,,120,4,,USD,Y,USD,-117.07077,33.106862
4800,LA-VENTURA,4850 Telephone Rd,Ventura,CA,93003,23848,19413,1142,1747,2889,4800,LA-VENTURA,4800,LOS,A,JERROD CUSICK,29-02-04,,805-289-1581,23822,19413,1,,117,4,,USD,Y,USD,-119.2249,34.268736
1581,PITT-WATERFRONT,660 Waterfront Dr E,Munhall,PA,15120,23847,19423,1286,1744,3030,1581,PITT-WATERFRONT,1581,PIT,A,DELMORE L BURRELL,23-08-01,,412-461-4920,24169,19423,1,,207,8,,USD,Y,USD,-79.90635,40.395336
5045,S.DG-POWAY,13343 Poway Rd,Poway,CA,92064,23845,17385,3391,0,3391,5045,S.DG-POWAY,5045,SDG,C,UNKNOWN,12-09-13,,858-486-2022,23813,17285,1,,101,4,,USD,Y,USD,-117.03701,32.973645
1286,BAY-LIVERMORE,"1122 E Stanley Blvd, Ste B",Livermore,CA,94550,23845,18232,2737,0,2737,1286,LIVERMORE,1286,LIV,C,GREGORY RODRIGUEZ,08-09-16,,925-961-5633,23845,18232,1,,115,2,,USD,Y,USD,-121.73011,37.65778
9967,PORT-PORTLAND,11719 NE Glenn Widing Dr,Portland,OR,97220,23843,19853,1075,1678,2753,9967,PORT-PORTLAND,9967,POR,C,RICK D LARSEN,14-10-99,,503-256-5466,23669,20065,1,INTL CORPORATE CENTR,109,2,,USD,Y,USD,-122.56027,45.546205
2019,SANTA ROSA,2775 Santa Rosa Ave,Santa Rosa,CA,95407,23841,19923,1108,1668,2776,2019,SANTA ROSA,2019,SAN,C,PEGGY L BRAY,03-02-00,,707-591-9382,23732,20242,1,SANTA ROSA TOWN CTR,113,2,,USD,Y,USD,-122.7275,38.404991
9913,"FAYETTEVILLE, NC",2057 Skibo Rd,Fayetteville,NC,28314,23840,19967,1011,1720,2731,9913,"FAYETTEVILLE, NC",9913,FAY,A,GREGORY A BAKER,06-03-99,,910-860-2653,23855,19945,1,,314,7,,USD,Y,USD,-79.00848,35.060087
2722,DFW-BURLESON,1151 N Burleson Blvd,Burleson,TX,76028,23838,19595,1101,1678,2779,2722,DFW-BURLESON,2722,DFW,A,KENNETH D EVANS,25-07-02,,817-426-4357,23740,19899,1,,403,1,,USD,Y,USD,-97.30681,32.535841
4705,STAFFORD,1110 Stafford Market Place,Stafford,VA,22556,23837,19445,844,1939,2783,4705,STAFFORD,4705,STA,A,ROBERT FICIK,29-07-04,,540-720-8236,22771,19445,1,,221,7,,USD,Y,USD,#N/A,#N/A
5701,PHX-GILBERT/GERMANN,3771 S Gilbert Rd,Gilbert,AZ,85297,23837,20375,712,1766,2478,5701,PHX-GILBERT/GERMANN,5701,PHX,A,CHERYAL DAVIS,10-03-05,,480-857-6666,23320,20375,1,,103,4,,USD,Y,USD,-111.714171,33.272322
2105,"PROV-NORTH ATTLEBORO, MA",1385 S Washington St,North Attleboro,MA,2760,23837,19622,1407,1763,3170,2105,"PROV-NORTH ATTLEBORO, MA",2105,PRO,C,NORMA-GENE CALORE,17-02-00,,508-643-2565,23756,19622,1,,305,8,,USD,Y,USD,-71.33086,41.975495
