month,State,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Cust_State
11,H3C,68.4751,1,1,CA,H
12,H3C,83.5867,18,4,CA,H
1,H3E,54.1632,6,6,CA,H
3,H3E,121.3685,35,20,CA,H
4,H3E,473.8673,61,49,CA,H
10,H3E,12.7459,3,3,CA,H
12,H3E,157.6944,22,4,CA,H
1,H3G,35.497,5,5,CA,H
2,H3G,52.2928,3,2,CA,H
3,H3G,184.6714,33,21,CA,H
4,H3G,183.3147,49,17,CA,H
10,H3G,178.5186,32,7,CA,H
11,H3G,195.5136,34,19,CA,H
12,H3G,85.3105,14,7,CA,H
1,H3H,10.3448,1,1,CA,H
2,H3H,72.5009,10,7,CA,H
3,H3H,64.8241,9,6,CA,H
4,H3H,495.5508,102,93,CA,H
11,H3H,135.6485,16,16,CA,H
12,H3H,150.1422,13,12,CA,H
3,H3J,45.834,5,5,CA,H
4,H3J,395.1301,51,47,CA,H
5,H3J,56.3041,4,1,CA,H
11,H3J,55.5241,3,3,CA,H
1,H3K,43.1271,13,5,CA,H
2,H3K,50.7887,24,23,CA,H
3,H3K,269.5436,71,42,CA,H
4,H3K,1745.4675,299,200,CA,H
11,H3K,159.7549,5,3,CA,H
12,H3K,176.6293,32,20,CA,H
1,H3L,18.4139,6,1,CA,H
2,H3L,67.9307,10,2,CA,H
3,H3L,188.6157,46,36,CA,H
4,H3L,957.6573,190,135,CA,H
10,H3L,2162.5423,96,23,CA,H
12,H3L,92.8547,20,8,CA,H
1,H3M,75.8786,6,4,CA,H
3,H3M,101.3788,20,18,CA,H
4,H3M,412.346,95,59,CA,H
1,H3N,35.82,8,6,CA,H
3,H3N,21.0858,5,5,CA,H
4,H3N,116.4469,16,14,CA,H
11,H3N,24.4026,3,3,CA,H
12,H3N,45.1588,4,2,CA,H
3,H3P,200.1554,37,19,CA,H
4,H3P,393.9269,67,44,CA,H
3,H3R,99.2014,14,11,CA,H
4,H3R,292.6838,44,34,CA,H
11,H3R,68.4751,1,1,CA,H
12,H3R,136.2671,7,2,CA,H
1,H3S,46.7883,7,7,CA,H
3,H3S,174.676,29,28,CA,H
4,H3S,463.6072,119,56,CA,H
11,H3S,38.0383,1,1,CA,H
12,H3S,104.5698,11,5,CA,H
1,H3T,72.4095,18,9,CA,H
3,H3T,101.551,13,10,CA,H
4,H3T,284.5251,55,38,CA,H
11,H3T,94.5436,19,4,CA,H
12,H3T,44.5262,6,5,CA,H
4,H3V,81.1761,10,7,CA,H
10,H3V,120.1667,1,1,CA,H
1,H3W,92.6001,19,19,CA,H
2,H3W,46.9136,12,9,CA,H
3,H3W,214.5352,40,31,CA,H
4,H3W,574.2706,104,93,CA,H
12,H3W,97.7257,11,11,CA,H
1,H3X,7.3686,2,2,CA,H
2,H3X,37.0474,6,5,CA,H
3,H3X,515.5627,76,65,CA,H
4,H3X,2071.6005,253,217,CA,H
11,H3X,101.537,6,2,CA,H
3,H3Y,418.608,55,39,CA,H
4,H3Y,1767.8852,278,204,CA,H
11,H3Y,34.2947,4,2,CA,H
12,H3Y,6.3921,1,1,CA,H
1,H3Z,173.3012,32,19,CA,H
3,H3Z,424.9241,84,66,CA,H
4,H3Z,598.0332,102,75,CA,H
11,H3Z,213.0497,1,1,CA,H
12,H3Z,226.4567,3,3,CA,H
1,H4A,121.5137,2,2,CA,H
2,H4A,43.2118,10,5,CA,H
3,H4A,291.3832,60,45,CA,H
4,H4A,2135.9585,269,191,CA,H
11,H4A,28.1464,1,1,CA,H
12,H4A,277.3436,51,27,CA,H
2,H4B,55.8658,8,5,CA,H
3,H4B,412.3495,67,48,CA,H
4,H4B,1190.3208,188,157,CA,H
11,H4B,131.2579,19,8,CA,H
12,H4B,100.609,20,16,CA,H
1,H4C,49.9807,2,2,CA,H
2,H4C,64.342,13,7,CA,H
3,H4C,490.1291,67,58,CA,H
4,H4C,1549.2611,273,206,CA,H
10,H4C,102.4484,10,3,CA,H
11,H4C,36.1283,2,2,CA,H
12,H4C,240.8141,15,9,CA,H
1,H4E,55.3495,4,1,CA,H
2,H4E,77.797,25,2,CA,H
3,H4E,184.6788,23,18,CA,H
4,H4E,1452.0555,299,236,CA,H
11,H4E,186.4175,1,1,CA,H
12,H4E,47.3646,9,6,CA,H
1,H4G,52.2651,5,3,CA,H
2,H4G,79.8968,10,9,CA,H
3,H4G,627.221,88,73,CA,H
4,H4G,1656.9186,323,251,CA,H
10,H4G,50.5894,5,5,CA,H
11,H4G,141.4239,14,7,CA,H
12,H4G,94.0669,6,6,CA,H
1,H4H,49.8811,7,5,CA,H
2,H4H,29.5686,6,1,CA,H
3,H4H,393.9405,96,76,CA,H
4,H4H,1763.191,270,184,CA,H
10,H4H,56.1063,10,2,CA,H
11,H4H,55.9046,3,3,CA,H
12,H4H,40.6112,6,2,CA,H
1,H4J,26.8825,5,3,CA,H
3,H4J,75.6168,12,8,CA,H
4,H4J,453.0282,57,54,CA,H
11,H4J,68.4751,1,1,CA,H
1,H4K,27.6594,6,1,CA,H
3,H4K,75.5646,9,7,CA,H
4,H4K,472.1316,94,66,CA,H
11,H4K,117.889,7,5,CA,H
3,H4L,308.6426,66,48,CA,H
4,H4L,690.555,131,99,CA,H
12,H4L,180.6881,2,2,CA,H
1,H4M,355.8255,49,22,CA,H
3,H4M,71.4325,24,9,CA,H
4,H4M,772.6139,141,110,CA,H
11,H4M,30.4291,1,1,CA,H
1,H4N,40.5506,3,3,CA,H
3,H4N,43.3936,32,26,CA,H
4,H4N,601.3857,93,61,CA,H
11,H4N,120.9783,10,3,CA,H
1,H4P,18.5523,3,3,CA,H
4,H4P,182.9484,27,23,CA,H
12,H4P,37.9307,5,5,CA,H
3,H4R,714.0196,80,63,CA,H
4,H4R,1098.351,128,109,CA,H
9,H4R,10.5101,1,1,CA,H
12,H4R,101.5958,10,7,CA,H
4,H4S,19.6832,4,1,CA,H
11,H4S,125.7189,23,4,CA,H
2,H4T,30.2183,8,1,CA,H
4,H4T,8.4336,2,2,CA,H
12,H4T,10.5404,2,2,CA,H
2,H4V,42.2678,5,1,CA,H
3,H4V,192.4956,18,16,CA,H
4,H4V,1190.6844,200,131,CA,H
10,H4V,10.0344,4,3,CA,H
12,H4V,151.2566,18,14,CA,H
1,H4W,333.0434,101,15,CA,H
3,H4W,387.2132,59,48,CA,H
4,H4W,1934.8306,284,228,CA,H
9,H4W,20.1186,2,2,CA,H
10,H4W,9.9068,1,1,CA,H
11,H4W,16.7326,1,1,CA,H
12,H4W,121.713,34,19,CA,H
3,H4X,249.2196,37,19,CA,H
4,H4X,628.7918,106,73,CA,H
11,H4X,51.3016,7,2,CA,H
12,H4X,30.4998,29,4,CA,H
3,H7A,536.5435,109,98,CA,H
4,H7A,981.5595,284,180,CA,H
9,H7A,2.9975,1,1,CA,H
4,H7B,94.3526,35,24,CA,H
3,H7C,60.3713,8,5,CA,H
4,H7C,231.3289,40,36,CA,H
12,H7C,45.5801,7,7,CA,H
2,H7E,111.0067,6,6,CA,H
3,H7E,489.4148,40,23,CA,H
4,H7E,1258.2723,243,172,CA,H
10,H7E,36.7729,5,2,CA,H
11,H7E,254.7667,76,53,CA,H
12,H7E,136.9896,29,9,CA,H
1,H7G,26.8671,7,2,CA,H
2,H7G,27.1661,4,3,CA,H
3,H7G,456.2126,103,84,CA,H
4,H7G,1194.7779,217,163,CA,H
12,H7G,48.1477,5,5,CA,H
1,H7H,26.0591,17,9,CA,H
3,H7H,168.113,32,15,CA,H
4,H7H,488.9512,99,55,CA,H
4,H7J,55.8819,7,5,CA,H
11,H7J,58.8946,12,12,CA,H
1,H7K,71.432,17,14,CA,H
3,H7K,112.9476,32,19,CA,H
4,H7K,948.6042,151,102,CA,H
11,H7K,90.4117,18,11,CA,H
12,H7K,252.2886,32,5,CA,H
1,H7L,92.2236,10,1,CA,H
2,H7L,55.5034,3,3,CA,H
3,H7L,436.5747,119,69,CA,H
4,H7L,1707.1473,260,193,CA,H
11,H7L,327.0341,116,26,CA,H
12,H7L,102.6199,11,5,CA,H
3,H7M,385.5713,73,60,CA,H
4,H7M,1305.0632,255,159,CA,H
11,H7M,337.6499,41,8,CA,H
12,H7M,272.308,49,12,CA,H
2,H7N,37.0776,7,5,CA,H
3,H7N,485.6837,66,56,CA,H
4,H7N,1509.5556,270,204,CA,H
11,H7N,68.4751,1,1,CA,H
12,H7N,101.1434,33,19,CA,H
1,H7P,16.1449,1,1,CA,H
2,H7P,19.8604,11,10,CA,H
3,H7P,318.9354,80,48,CA,H
4,H7P,2565.2361,448,304,CA,H
10,H7P,35.9771,10,2,CA,H
11,H7P,205.752,27,8,CA,H
12,H7P,98.1929,11,3,CA,H
1,H7R,106.4146,18,8,CA,H
3,H7R,499.2438,72,57,CA,H
4,H7R,1432.1701,311,222,CA,H
12,H7R,77.9023,4,4,CA,H
2,H7S,271.8742,12,1,CA,H
3,H7S,458.7973,29,8,CA,H
4,H7S,277.091,44,24,CA,H
11,H7S,30.4359,16,9,CA,H
12,H7S,27.1043,45,1,CA,H
1,H7T,10.7684,1,1,CA,H
2,H7T,19.0144,10,6,CA,H
3,H7T,125.7986,28,21,CA,H
4,H7T,679.4256,122,84,CA,H
10,H7T,32.2066,10,1,CA,H
11,H7T,328.7017,8,5,CA,H
12,H7T,107.1597,12,7,CA,H
1,H7V,88.1068,17,9,CA,H
2,H7V,30.528,12,6,CA,H
3,H7V,243.9819,83,43,CA,H
4,H7V,1203.3865,139,82,CA,H
11,H7V,164.0001,35,17,CA,H
12,H7V,148.1172,14,14,CA,H
1,H7W,90.5977,8,6,CA,H
3,H7W,377.4801,88,38,CA,H
4,H7W,1563.3826,167,115,CA,H
10,H7W,89.4701,8,3,CA,H
11,H7W,239.2444,27,11,CA,H
12,H7W,194.2098,16,10,CA,H
1,H7X,61.9644,44,2,CA,H
2,H7X,69.4794,3,2,CA,H
3,H7X,283.0669,42,32,CA,H
4,H7X,1560.9819,271,186,CA,H
9,H7X,24.0758,2,2,CA,H
11,H7X,98.9952,10,5,CA,H
12,H7X,553.4927,25,13,CA,H
1,H7Y,33.4046,7,7,CA,H
3,H7Y,275.4512,61,30,CA,H
4,H7Y,407.987,61,46,CA,H
12,H7Y,235.1518,24,21,CA,H
1,H8N,69.11,15,3,CA,H
2,H8N,30.9737,100,4,CA,H
3,H8N,609.5894,82,54,CA,H
4,H8N,1044.8567,233,133,CA,H
11,H8N,204.9078,7,2,CA,H
12,H8N,229.9273,233,22,CA,H
1,H8P,57.8953,14,7,CA,H
3,H8P,541.8325,97,85,CA,H
4,H8P,1410.9574,264,190,CA,H
12,H8P,75.2823,2,2,CA,H
2,H8R,20.7675,1,1,CA,H
3,H8R,216.1026,69,29,CA,H
4,H8R,1314.5431,200,123,CA,H
11,H8R,59.7549,10,1,CA,H
12,H8R,182.1856,36,13,CA,H
1,H8S,76.367,19,6,CA,H
3,H8S,560.1524,72,56,CA,H
4,H8S,1580.1165,242,186,CA,H
11,H8S,86.2726,18,7,CA,H
12,H8S,81.998,5,3,CA,H
1,H8T,5.993,4,1,CA,H
2,H8T,5.409,4,1,CA,H
3,H8T,225.8573,48,35,CA,H
4,H8T,1028.6099,182,102,CA,H
10,H8T,42.654,11,7,CA,H
11,H8T,300.4792,11,3,CA,H
2,H8Y,77.3211,115,6,CA,H
3,H8Y,136.4052,13,13,CA,H
4,H8Y,776.1221,120,93,CA,H
11,H8Y,110.8806,9,8,CA,H
3,H8Z,127.938,48,37,CA,H
4,H8Z,529.3608,137,85,CA,H
11,H8Z,48.0898,10,5,CA,H
3,H9A,451.5906,61,34,CA,H
4,H9A,1595.3447,277,230,CA,H
10,H9A,120.8877,5,1,CA,H
11,H9A,207.7183,25,21,CA,H
1,H9B,160.8719,27,11,CA,H
2,H9B,126.8111,18,7,CA,H
3,H9B,590.2092,128,89,CA,H
4,H9B,962.0284,150,115,CA,H
11,H9B,75.1013,1,1,CA,H
12,H9B,68.7619,11,6,CA,H
1,H9C,57.4571,30,1,CA,H
3,H9C,308.4353,27,17,CA,H
4,H9C,582.7267,140,87,CA,H
10,H9C,15.9681,4,1,CA,H
11,H9C,36.2729,3,3,CA,H
12,H9C,39.1205,4,3,CA,H
3,H9E,60.968,4,2,CA,H
4,H9E,296.2756,14,9,CA,H
3,H9G,222.2929,69,29,CA,H
4,H9G,755.5784,144,91,CA,H
10,H9G,17.5453,4,2,CA,H
11,H9G,243.4789,2,2,CA,H
12,H9G,36.0481,12,10,CA,H
1,H9H,26.044,14,3,CA,H
2,H9H,20.0423,7,3,CA,H
3,H9H,103.4231,14,10,CA,H
4,H9H,1038.1663,183,144,CA,H
9,H9H,42.0252,6,3,CA,H
11,H9H,159.7701,3,3,CA,H
12,H9H,199.5177,8,8,CA,H
1,H9J,93.0389,4,1,CA,H
2,H9J,88.3267,38,33,CA,H
3,H9J,279.0021,52,28,CA,H
4,H9J,717.6419,157,112,CA,H
11,H9J,37.4219,2,2,CA,H
12,H9J,20.1776,5,2,CA,H
3,H9K,259.5425,74,24,CA,H
4,H9K,231.2385,28,22,CA,H
11,H9K,39.5525,2,2,CA,H
12,H9K,69.2137,7,5,CA,H
3,H9P,329.8715,30,17,CA,H
4,H9P,306.9341,66,55,CA,H
10,H9P,14.6312,4,1,CA,H
11,H9P,2048.2483,319,42,CA,H
12,H9P,42.8471,7,6,CA,H
2,H9R,45.267,8,2,CA,H
3,H9R,723.1521,191,129,CA,H
4,H9R,1243.9243,254,187,CA,H
10,H9R,65.3145,4,4,CA,H
11,H9R,45.6475,3,2,CA,H
12,H9R,177.1639,36,16,CA,H
2,H9S,33.2628,7,1,CA,H
3,H9S,200.7735,50,40,CA,H
4,H9S,1202.044,213,144,CA,H
11,H9S,314.8585,11,7,CA,H
12,H9S,102.5669,17,10,CA,H
1,H9W,43.0428,4,1,CA,H
3,H9W,663.12,109,85,CA,H
4,H9W,1199.1596,226,195,CA,H
9,H9W,130.7114,1,1,CA,H
12,H9W,69.0029,6,6,CA,H
1,H9X,26.8671,7,1,CA,H
3,H9X,172.4612,31,23,CA,H
4,H9X,517.8885,101,75,CA,H
11,H9X,307.662,21,12,CA,H
1,HI,11243.5,2238,834,US,HI
2,HI,7360.36,1279,519,US,HI
3,HI,9650.3,1762,761,US,HI
4,HI,11627.08,1923,1137,US,HI
5,HI,4512.17,717,238,US,HI
6,HI,6563.22,1118,479,US,HI
7,HI,7940.52,1197,601,US,HI
8,HI,7792.39,1546,599,US,HI
9,HI,10001.27,1907,721,US,HI
10,HI,10892.49,2299,758,US,HI
11,HI,18167.85,3042,1092,US,HI
12,HI,11859.62,1900,778,US,HI
1,IA,70583.65,13354,5028,US,IA
2,IA,51021.36,9488,3744,US,IA
3,IA,82789.31,13529,6933,US,IA
4,IA,92812.04,18782,9886,US,IA
5,IA,25697.73,3373,1525,US,IA
6,IA,37334.57,5949,2480,US,IA
7,IA,53360.35,8609,3657,US,IA
8,IA,45285.47,7188,2768,US,IA
9,IA,58166.11,11941,3855,US,IA
10,IA,74286.6,11666,4306,US,IA
11,IA,172527.28,21165,9119,US,IA
12,IA,113525.98,13882,7046,US,IA
1,ID,42159.28,8192,2679,US,ID
2,ID,36374.5,7068,2319,US,ID
3,ID,39288.81,7515,3217,US,ID
4,ID,36889.17,7419,4123,US,ID
5,ID,13635.09,2100,870,US,ID
6,ID,17469.66,3068,1088,US,ID
7,ID,26027.24,4392,1686,US,ID
8,ID,28303.82,4738,1775,US,ID
9,ID,31717.37,6804,2263,US,ID
10,ID,45203.73,6718,2548,US,ID
11,ID,99546.56,12223,4921,US,ID
12,ID,69237.03,9812,4237,US,ID
1,IL,304613.56,57047,20796,US,IL
2,IL,239606.94,45051,17344,US,IL
3,IL,455041.78,77000,40638,US,IL
4,IL,591506.5,118687,66942,US,IL
5,IL,118139.28,16960,7150,US,IL
6,IL,171596.95,30081,11158,US,IL
7,IL,240829.56,38323,16180,US,IL
8,IL,223310.12,38640,13877,US,IL
9,IL,252283.59,43643,16571,US,IL
10,IL,317545.09,49874,20077,US,IL
11,IL,734757.51,86730,37481,US,IL
12,IL,511712.14,67257,32581,US,IL
1,IN,149076.56,25412,10148,US,IN
2,IN,119036.43,21651,8710,US,IN
3,IN,182027.84,30300,15137,US,IN
4,IN,190991.09,38658,21067,US,IN
5,IN,49167.3,7030,3051,US,IN
6,IN,67964.78,11491,4646,US,IN
7,IN,114338.38,17585,7342,US,IN
8,IN,98874.75,16302,6192,US,IN
9,IN,120072.38,23227,8323,US,IN
10,IN,149122.72,21855,9021,US,IN
11,IN,370883.55,42828,19788,US,IN
12,IN,261275.28,31829,15851,US,IN
1,J0A,35.3356,9,8,CA,J
3,J0A,113.4326,28,15,CA,J
4,J0A,766.1099,95,78,CA,J
12,J0A,117.7306,3,3,CA,J
1,J0B,106.0608,16,6,CA,J
2,J0B,751.3021,140,27,CA,J
3,J0B,1091.2,196,127,CA,J
4,J0B,3533.3812,682,387,CA,J
10,J0B,57.4507,2,2,CA,J
11,J0B,522.2471,73,41,CA,J
12,J0B,548.4836,128,77,CA,J
1,J0C,101.5229,1,1,CA,J
3,J0C,419.0394,69,51,CA,J
4,J0C,1295.2567,220,142,CA,J
10,J0C,54.003,12,8,CA,J
11,J0C,410.4459,83,24,CA,J
12,J0C,496.3243,161,38,CA,J
1,J0E,741.5269,33,12,CA,J
2,J0E,147.7823,33,12,CA,J
3,J0E,643.9198,125,92,CA,J
4,J0E,2150.0217,390,261,CA,J
10,J0E,138.0797,28,12,CA,J
11,J0E,166.2225,7,7,CA,J
12,J0E,377.6966,70,42,CA,J
2,J0G,58.0645,9,1,CA,J
3,J0G,151.1963,29,18,CA,J
4,J0G,399.9065,83,52,CA,J
11,J0G,63.765,20,7,CA,J
1,J0H,410.0404,76,68,CA,J
2,J0H,138.7471,40,14,CA,J
3,J0H,902.8522,150,95,CA,J
4,J0H,2668.3622,537,348,CA,J
10,J0H,7.5033,1,1,CA,J
11,J0H,218.4735,29,24,CA,J
12,J0H,121.1028,26,19,CA,J
1,J0J,286.924,34,8,CA,J
2,J0J,241.5727,103,14,CA,J
3,J0J,887.9797,145,91,CA,J
4,J0J,2661.5785,517,371,CA,J
11,J0J,333.1218,41,16,CA,J
12,J0J,691.5513,39,29,CA,J
1,J0K,405.832,117,42,CA,J
2,J0K,182.6839,48,21,CA,J
3,J0K,1249.839,321,157,CA,J
4,J0K,5906.4796,1134,744,CA,J
9,J0K,42.2869,3,3,CA,J
10,J0K,390.7681,67,22,CA,J
11,J0K,714.027,103,46,CA,J
12,J0K,1081.5023,213,144,CA,J
1,J0L,239.055,43,17,CA,J
2,J0L,290.2984,46,27,CA,J
3,J0L,1823.8991,432,250,CA,J
4,J0L,5790.3988,1093,705,CA,J
11,J0L,307.5092,27,19,CA,J
12,J0L,670.078,68,36,CA,J
1,J0N,155.0718,47,23,CA,J
2,J0N,89.9138,14,13,CA,J
3,J0N,989.5346,252,151,CA,J
4,J0N,2424.6987,395,274,CA,J
10,J0N,285.8733,6,5,CA,J
11,J0N,413.7494,28,13,CA,J
12,J0N,185.9345,21,16,CA,J
1,J0P,232.1048,28,8,CA,J
2,J0P,51.4086,19,16,CA,J
3,J0P,1015.0919,209,101,CA,J
4,J0P,2848.8365,569,398,CA,J
10,J0P,37.5168,5,1,CA,J
11,J0P,225.3224,59,23,CA,J
12,J0P,68.5739,14,8,CA,J
1,J0R,199.7304,33,26,CA,J
3,J0R,351.777,74,42,CA,J
4,J0R,1253.9298,255,128,CA,J
11,J0R,45.8147,7,4,CA,J
12,J0R,486.3865,54,36,CA,J
1,J0S,34.234,7,5,CA,J
2,J0S,53.1678,4,3,CA,J
3,J0S,498.2786,158,85,CA,J
4,J0S,2147.6327,398,262,CA,J
11,J0S,299.5874,26,14,CA,J
12,J0S,90.8216,17,12,CA,J
1,J0T,18.6522,5,5,CA,J
2,J0T,64.9164,7,2,CA,J
3,J0T,565.4318,114,75,CA,J
4,J0T,2437.9594,525,352,CA,J
10,J0T,128.4436,4,4,CA,J
11,J0T,94.2545,14,11,CA,J
12,J0T,311.8943,45,35,CA,J
1,J0V,116.8597,28,13,CA,J
2,J0V,119.6867,25,9,CA,J
3,J0V,539.6673,151,89,CA,J
4,J0V,860.0803,203,123,CA,J
10,J0V,20.8952,8,5,CA,J
11,J0V,112.6995,13,4,CA,J
1,J0W,138.6046,15,3,CA,J
2,J0W,20.3747,3,1,CA,J
3,J0W,33.564,30,16,CA,J
4,J0W,303.6371,58,34,CA,J
11,J0W,53.2567,1,1,CA,J
12,J0W,29.3555,1,1,CA,J
1,J0X,33.9818,5,3,CA,J
2,J0X,175.5982,18,12,CA,J
3,J0X,1083.127,210,145,CA,J
4,J0X,3781.9586,831,490,CA,J
10,J0X,382.1914,21,7,CA,J
11,J0X,774.3739,130,36,CA,J
12,J0X,260.0053,60,19,CA,J
1,J0Y,130.8052,35,18,CA,J
2,J0Y,104.7362,20,10,CA,J
3,J0Y,147.5714,24,17,CA,J
4,J0Y,346.7621,76,54,CA,J
10,J0Y,71.8639,22,8,CA,J
11,J0Y,110.6221,26,7,CA,J
12,J0Y,125.7632,20,17,CA,J
1,J0Z,68.2404,10,10,CA,J
2,J0Z,165.7987,42,31,CA,J
3,J0Z,217.7055,69,26,CA,J
4,J0Z,864.3565,275,155,CA,J
10,J0Z,231.2891,7,3,CA,J
11,J0Z,75.658,9,4,CA,J
12,J0Z,60.1566,10,1,CA,J
1,J1A,9.0272,1,1,CA,J
3,J1A,113.7687,7,6,CA,J
4,J1A,360.4804,77,50,CA,J
12,J1A,54.2011,1,1,CA,J
3,J1C,333.225,84,63,CA,J
4,J1C,269.7493,42,20,CA,J
11,J1C,5.4557,3,1,CA,J
12,J1C,102.7476,14,9,CA,J
2,J1E,29.1682,12,4,CA,J
3,J1E,135.965,36,25,CA,J
4,J1E,1273.6854,329,158,CA,J
11,J1E,21.2296,1,1,CA,J
12,J1E,43.9691,10,5,CA,J
1,J1G,29.99,1,1,CA,J
2,J1G,115.041,22,6,CA,J
3,J1G,224.4717,35,19,CA,J
4,J1G,335.2041,81,61,CA,J
11,J1G,22.9249,6,1,CA,J
12,J1G,82.2158,14,11,CA,J
1,J1H,37.1046,6,6,CA,J
2,J1H,10.1835,2,2,CA,J
3,J1H,237.001,48,43,CA,J
4,J1H,1916.052,302,213,CA,J
11,J1H,248.9498,48,6,CA,J
12,J1H,81.1775,18,2,CA,J
3,J1J,283.1934,89,46,CA,J
4,J1J,605.6716,97,90,CA,J
12,J1J,104.5924,8,3,CA,J
3,J1K,22.376,17,8,CA,J
4,J1K,418.2151,76,68,CA,J
11,J1K,139.9701,45,30,CA,J
2,J1L,24.877,7,5,CA,J
3,J1L,260.7114,45,40,CA,J
4,J1L,510.2017,107,82,CA,J
10,J1L,54.0183,8,1,CA,J
11,J1L,53.2567,1,1,CA,J
12,J1L,71.1263,14,3,CA,J
1,J1M,77.6534,12,12,CA,J
3,J1M,155.5517,33,26,CA,J
4,J1M,263.7154,56,40,CA,J
1,J1N,29.5976,10,5,CA,J
2,J1N,123.3365,24,10,CA,J
3,J1N,689.8981,72,57,CA,J
4,J1N,1564.1368,302,165,CA,J
12,J1N,67.2332,19,15,CA,J
2,J1R,48.3113,5,3,CA,J
3,J1R,141.2764,13,10,CA,J
4,J1R,798.1491,118,91,CA,J
11,J1R,45.6475,1,1,CA,J
12,J1R,105.8273,4,2,CA,J
3,J1S,80.8972,16,14,CA,J
4,J1S,286.739,48,36,CA,J
3,J1T,80.3529,27,11,CA,J
4,J1T,188.0038,65,41,CA,J
10,J1T,139.6267,26,14,CA,J
11,J1T,83.6706,4,2,CA,J
1,J1X,61.4568,10,2,CA,J
2,J1X,105.749,4,3,CA,J
3,J1X,347.4949,83,54,CA,J
4,J1X,1121.0289,166,107,CA,J
10,J1X,110.883,37,6,CA,J
11,J1X,285.6945,7,4,CA,J
12,J1X,79.0838,12,12,CA,J
3,J1Z,66.9945,29,10,CA,J
4,J1Z,514.5439,48,43,CA,J
1,J2A,13.0682,1,1,CA,J
3,J2A,47.2211,9,9,CA,J
4,J2A,346.6186,44,28,CA,J
11,J2A,129.8887,30,3,CA,J
3,J2B,333.092,77,50,CA,J
4,J2B,1372.8392,225,143,CA,J
11,J2B,7.1145,3,3,CA,J
12,J2B,218.6639,37,16,CA,J
1,J2C,8.0608,8,2,CA,J
2,J2C,63.8434,9,8,CA,J
3,J2C,144.8784,36,22,CA,J
4,J2C,1641.911,287,244,CA,J
10,J2C,225.3192,1,1,CA,J
11,J2C,147.9136,21,21,CA,J
12,J2C,22.7299,3,3,CA,J
3,J2E,15.6632,14,8,CA,J
4,J2E,229.5875,17,16,CA,J
12,J2E,72.9708,11,2,CA,J
2,J2G,53.8034,13,7,CA,J
3,J2G,327.6996,57,51,CA,J
4,J2G,1068.6564,191,132,CA,J
11,J2G,129.6065,29,16,CA,J
12,J2G,53.222,11,10,CA,J
1,J2H,13.822,3,1,CA,J
3,J2H,72.9765,28,6,CA,J
4,J2H,14.5933,7,4,CA,J
10,J2H,24.7704,14,6,CA,J
2,J2J,47.5938,7,1,CA,J
3,J2J,376.9725,56,39,CA,J
4,J2J,184.2231,41,16,CA,J
9,J2J,20.2764,1,1,CA,J
11,J2J,39.4003,2,2,CA,J
12,J2J,218.6404,31,29,CA,J
1,J2K,18.4447,3,2,CA,J
2,J2K,58.3741,5,3,CA,J
3,J2K,60.6467,11,11,CA,J
4,J2K,275.4992,30,19,CA,J
11,J2K,148.2113,26,14,CA,J
12,J2K,273.1957,54,29,CA,J
4,J2L,319.5694,70,54,CA,J
11,J2L,34.2031,5,5,CA,J
3,J2M,22.339,5,1,CA,J
4,J2M,88.2148,28,22,CA,J
3,J2N,30.0134,15,13,CA,J
4,J2N,520.4616,117,68,CA,J
11,J2N,224.4177,16,9,CA,J
12,J2N,43.3438,14,10,CA,J
1,J2R,99.8614,17,5,CA,J
2,J2R,18.8789,1,1,CA,J
3,J2R,141.3738,14,5,CA,J
4,J2R,368.7709,120,60,CA,J
11,J2R,48.9112,15,11,CA,J
12,J2R,398.4109,15,12,CA,J
1,J2S,334.7651,85,25,CA,J
2,J2S,61.9097,5,2,CA,J
3,J2S,502.0404,244,80,CA,J
4,J2S,534.4988,118,86,CA,J
10,J2S,136.6304,9,3,CA,J
11,J2S,227.6432,33,29,CA,J
12,J2S,298.2073,56,21,CA,J
3,J2T,153.9711,26,18,CA,J
4,J2T,577.7271,52,38,CA,J
12,J2T,36.0184,16,4,CA,J
2,J2W,52.8065,10,1,CA,J
3,J2W,442.49,139,62,CA,J
4,J2W,2046.2799,361,253,CA,J
11,J2W,213.4299,30,9,CA,J
12,J2W,50.4516,9,4,CA,J
3,J2X,314.4754,54,45,CA,J
4,J2X,1059.2759,166,124,CA,J
11,J2X,115.0879,35,18,CA,J
12,J2X,206.9412,18,14,CA,J
3,J2Y,120.7269,20,18,CA,J
4,J2Y,478.797,75,55,CA,J
12,J2Y,32.5025,4,4,CA,J
4,J3A,414.7942,60,41,CA,J
11,J3A,28.8616,7,3,CA,J
12,J3A,45.987,2,2,CA,J
1,J3B,189.165,78,24,CA,J
2,J3B,73.8453,15,5,CA,J
3,J3B,729.6674,161,87,CA,J
4,J3B,2045.2945,369,260,CA,J
9,J3B,27.0002,6,1,CA,J
10,J3B,15.3071,2,1,CA,J
11,J3B,196.4581,9,4,CA,J
12,J3B,159.5388,31,9,CA,J
2,J3E,9.8134,2,1,CA,J
3,J3E,176.7568,85,29,CA,J
4,J3E,934.0408,139,99,CA,J
10,J3E,32.2516,11,4,CA,J
11,J3E,59.4885,5,3,CA,J
12,J3E,69.2591,11,3,CA,J
1,J3G,198.1919,39,15,CA,J
2,J3G,503.8213,203,42,CA,J
3,J3G,396.1043,182,59,CA,J
