month,State,New.Category,Total Sales Demand,Total Units Demanded per SKU,Order ID,Country,Custom_State
2,K9V,A,149.5349,9,3,CA,K
2,K9V,Non-A,74.7745,20,3,CA,K
2,K9V,Seasonal,182.7376,19,3,CA,K
2,KS,A,29080.87,4470,723,US,KS
2,KS,Non-A,9226.73,1625,383,US,KS
2,KS,Seasonal,9104.18,2045,310,US,KS
2,KY,A,44330.4,7424,1176,US,KY
2,KY,Non-A,13719.37,2446,551,US,KY
2,KY,Seasonal,18420.6,4380,638,US,KY
2,L0A,Non-A,4.5327,4,1,CA,L
2,L0C,A,86.9079,25,3,CA,L
2,L0C,Non-A,46.9365,7,2,CA,L
2,L0C,Seasonal,104.1548,9,2,CA,L
2,L0E,A,51.5292,59,2,CA,L
2,L0G,A,464.8936,122,4,CA,L
2,L0G,Non-A,79.0053,7,3,CA,L
2,L0J,A,39.586,10,1,CA,L
2,L0J,Non-A,63.3677,12,2,CA,L
2,L0K,Non-A,22.1646,6,1,CA,L
2,L0L,A,58.8727,7,2,CA,L
2,L0M,A,64.0174,10,2,CA,L
2,L0M,Non-A,38.4981,14,1,CA,L
2,L0R,A,154.2037,41,4,CA,L
2,L0R,Non-A,26.7884,4,2,CA,L
2,L0R,Seasonal,54.3022,12,1,CA,L
2,L0S,A,101.8805,34,5,CA,L
2,L0S,Non-A,231.7882,22,5,CA,L
2,L0S,Seasonal,26.1206,23,2,CA,L
2,L1A,A,45.2669,8,2,CA,L
2,L1C,A,47.1782,18,3,CA,L
2,L1C,Seasonal,48.2888,16,1,CA,L
2,L1G,A,52.119,1,1,CA,L
2,L1H,A,42.4415,2,1,CA,L
2,L1H,Seasonal,39.7974,12,1,CA,L
2,L1K,A,396.5848,28,3,CA,L
2,L1K,Seasonal,105.7037,18,2,CA,L
2,L1M,A,9.0579,1,1,CA,L
2,L1M,Non-A,29.3266,8,1,CA,L
2,L1M,Seasonal,2.6365,1,1,CA,L
2,L1N,A,166.6235,20,4,CA,L
2,L1N,Non-A,88.3508,9,3,CA,L
2,L1P,A,47.5483,3,1,CA,L
2,L1P,Non-A,0,5,1,CA,L
2,L1R,A,332.22,27,4,CA,L
2,L1R,Non-A,122.1789,33,3,CA,L
2,L1R,Seasonal,0,2,1,CA,L
2,L1S,A,28.6467,5,2,CA,L
2,L1S,Non-A,0,3,1,CA,L
2,L1T,A,27.1738,3,1,CA,L
2,L1V,Seasonal,120.7222,40,1,CA,L
2,L1W,A,50.2681,6,1,CA,L
2,L1W,Non-A,10.4177,1,1,CA,L
2,L1X,Non-A,16.1295,3,1,CA,L
2,L2A,A,30.2631,7,2,CA,L
2,L2A,Non-A,0,2,2,CA,L
2,L2A,Seasonal,72.4333,24,1,CA,L
2,L2E,A,61.1538,13,2,CA,L
2,L2E,Non-A,0,2,1,CA,L
2,L2H,A,72.4029,3,2,CA,L
2,L2H,Non-A,14.2553,4,1,CA,L
2,L2H,Seasonal,0,8,1,CA,L
2,L2M,A,13.5831,2,1,CA,L
2,L2N,A,225.2538,42,3,CA,L
2,L2N,Non-A,0,5,1,CA,L
2,L2N,Seasonal,17.995,6,1,CA,L
2,L2P,A,36.2467,2,2,CA,L
2,L2S,Non-A,34.6979,4,1,CA,L
2,L2S,Seasonal,0,1,1,CA,L
2,L2T,Seasonal,42.2527,14,1,CA,L
2,L2V,A,27.1662,4,1,CA,L
2,L3B,A,25.353,4,2,CA,L
2,L3C,A,198.6249,8,2,CA,L
2,L3C,Non-A,43.4611,7,3,CA,L
2,L3K,A,27.6044,6,2,CA,L
2,L3K,Seasonal,4.5176,2,1,CA,L
2,L3M,A,0,4,1,CA,L
2,L3M,Non-A,53.1006,7,1,CA,L
2,L3P,Non-A,7.5394,2,1,CA,L
2,L3R,A,377.7578,92,5,CA,L
2,L3R,Non-A,50.4494,14,2,CA,L
2,L3R,Seasonal,184.1579,46,2,CA,L
2,L3S,A,187.4817,8,5,CA,L
2,L3S,Seasonal,16.2876,4,1,CA,L
2,L3T,A,165.3319,12,3,CA,L
2,L3T,Non-A,40.1072,9,3,CA,L
2,L3V,A,306.6325,10,4,CA,L
2,L3V,Non-A,81.4988,17,2,CA,L
2,L3X,A,29.0699,1,1,CA,L
2,L3X,Non-A,0,1,1,CA,L
2,L3Y,A,0,4,1,CA,L
2,L3Y,Non-A,46.3775,1,1,CA,L
2,L3Y,Seasonal,0,6,1,CA,L
2,L3Z,A,79.9348,10,3,CA,L
2,L3Z,Non-A,58.3437,15,2,CA,L
2,L3Z,Seasonal,107.1538,20,3,CA,L
2,L4A,A,90.6244,7,1,CA,L
2,L4A,Non-A,0,3,1,CA,L
2,L4A,Seasonal,-54.393,3,2,CA,L
2,L4B,A,0,1,1,CA,L
2,L4B,Non-A,45.3122,1,1,CA,L
2,L4C,A,96.7963,30,3,CA,L
2,L4C,Seasonal,16.3103,1,1,CA,L
2,L4E,A,340.7718,78,4,CA,L
2,L4E,Non-A,18.8789,1,1,CA,L
2,L4G,A,95.9439,12,6,CA,L
2,L4G,Non-A,34.3126,4,2,CA,L
2,L4G,Seasonal,0,1,1,CA,L
2,L4H,A,396.0939,42,3,CA,L
2,L4H,Non-A,0,11,2,CA,L
2,L4J,A,140.1071,5,5,CA,L
2,L4J,Non-A,86.2807,17,2,CA,L
2,L4K,A,49.8602,7,2,CA,L
2,L4K,Non-A,63.3677,12,1,CA,L
2,L4L,A,701.2946,67,5,CA,L
2,L4L,Non-A,0,2,1,CA,L
2,L4L,Seasonal,33.1566,11,1,CA,L
2,L4M,A,38.4754,4,2,CA,L
2,L4M,Non-A,6.7915,1,1,CA,L
2,L4N,A,182.8127,18,8,CA,L
2,L4N,Non-A,9.0201,8,2,CA,L
2,L4N,Seasonal,0,1,1,CA,L
2,L4P,A,63.4127,14,6,CA,L
2,L4P,Non-A,95.2016,22,4,CA,L
2,L4P,Seasonal,0,2,1,CA,L
2,L4R,A,33.2401,3,1,CA,L
2,L4S,A,26.2521,25,1,CA,L
2,L4V,A,51.3711,4,1,CA,L
2,L4V,Seasonal,75.3569,25,1,CA,L
2,L4W,A,362.2192,161,4,CA,L
2,L4W,Non-A,0,1,1,CA,L
2,L4W,Seasonal,0,1,1,CA,L
2,L4X,A,33.6027,2,1,CA,L
2,L4Y,A,41.044,2,1,CA,L
2,L4Y,Non-A,15.7815,1,1,CA,L
2,L4Z,A,1230.7696,172,4,CA,L
2,L4Z,Non-A,0,1,1,CA,L
2,L5A,A,488.8416,92,1,CA,L
2,L5H,A,33.9729,10,2,CA,L
2,L5H,Non-A,65.7171,1,1,CA,L
2,L5J,A,92.3239,12,2,CA,L
2,L5J,Non-A,0,3,2,CA,L
2,L5J,Seasonal,56.9312,12,3,CA,L
2,L5K,A,86.7562,11,1,CA,L
2,L5K,Non-A,0,5,1,CA,L
2,L5L,A,55.7148,8,2,CA,L
2,L5L,Seasonal,0,7,1,CA,L
2,L5M,A,111.4069,10,3,CA,L
2,L5M,Non-A,95.0819,16,2,CA,L
2,L5N,A,21.7269,5,2,CA,L
2,L5N,Non-A,64.3573,10,2,CA,L
2,L5R,A,27.7629,5,2,CA,L
2,L5V,Non-A,7.2372,2,1,CA,L
2,L6A,A,64.8631,8,2,CA,L
2,L6A,Non-A,29.3267,8,2,CA,L
2,L6A,Seasonal,0,1,1,CA,L
2,L6B,A,57.0143,7,3,CA,L
2,L6B,Non-A,33.2474,5,1,CA,L
2,L6C,A,58.4195,15,2,CA,L
2,L6C,Seasonal,48.6588,3,1,CA,L
2,L6E,A,47.1933,3,1,CA,L
2,L6E,Non-A,39.2309,11,3,CA,L
2,L6H,Non-A,189.3326,48,3,CA,L
2,L6J,A,124.5597,12,2,CA,L
2,L6J,Seasonal,48.3191,4,1,CA,L
2,L6L,A,84.3921,19,2,CA,L
2,L6L,Seasonal,41.1496,13,1,CA,L
2,L6M,Non-A,208.1587,46,1,CA,L
2,L6P,A,50.0112,5,2,CA,L
2,L6R,A,34.343,3,1,CA,L
2,L6R,Non-A,0,1,1,CA,L
2,L6R,Seasonal,18.8789,2,1,CA,L
2,L6S,A,75.5382,6,2,CA,L
2,L6S,Non-A,278.6194,33,3,CA,L
2,L6S,Seasonal,18.1007,5,2,CA,L
2,L6T,A,118.5649,36,3,CA,L
2,L6T,Non-A,0,4,1,CA,L
2,L6V,A,95.4595,6,1,CA,L
2,L6V,Non-A,0,4,1,CA,L
2,L6V,Seasonal,22.6561,2,1,CA,L
2,L6W,A,222.5275,18,2,CA,L
2,L6W,Non-A,0,1,1,CA,L
2,L6W,Seasonal,7.547,2,1,CA,L
2,L6X,A,156.2812,19,2,CA,L
2,L6X,Non-A,15.094,14,2,CA,L
2,L6Y,A,75.5302,14,2,CA,L
2,L6Y,Non-A,9.7756,4,2,CA,L
2,L6Z,A,45.2897,5,1,CA,L
2,L7A,A,135.3627,27,3,CA,L
2,L7A,Non-A,105.7641,15,2,CA,L
2,L7B,A,77.7457,9,2,CA,L
2,L7C,A,45.3274,12,2,CA,L
2,L7C,Non-A,324.6654,11,3,CA,L
2,L7E,A,196.878,40,6,CA,L
2,L7E,Non-A,39.7518,4,3,CA,L
2,L7E,Seasonal,22.6486,2,1,CA,L
2,L7G,A,97.4011,12,1,CA,L
2,L7G,Seasonal,75.3711,33,3,CA,L
2,L7J,A,56.6713,11,3,CA,L
2,L7J,Non-A,72.4786,2,1,CA,L
2,L7J,Seasonal,0,4,1,CA,L
2,L7K,Non-A,62.1136,8,1,CA,L
2,L7L,A,326.3877,34,5,CA,L
2,L7L,Non-A,206.3898,44,6,CA,L
2,L7N,A,28.254,10,1,CA,L
2,L7P,A,18.1234,1,1,CA,L
2,L7S,A,27.1738,3,1,CA,L
2,L8E,A,49.8602,3,1,CA,L
2,L8E,Non-A,9.8134,3,2,CA,L
2,L8G,A,49.0821,3,1,CA,L
2,L8G,Seasonal,3.6186,1,1,CA,L
2,L8J,Non-A,64.8183,20,1,CA,L
2,L8K,A,168.7389,10,3,CA,L
2,L8K,Non-A,183.9389,1,1,CA,L
2,L8L,A,0,4,1,CA,L
2,L8L,Non-A,156.3569,9,2,CA,L
2,L8N,A,132.1523,9,2,CA,L
2,L8N,Non-A,16.5898,2,1,CA,L
2,L8P,A,13.5755,4,1,CA,L
2,L8R,Non-A,63.4131,6,1,CA,L
2,L8S,A,58.3288,4,1,CA,L
2,L8T,A,72.4332,12,1,CA,L
2,L8V,A,16.2876,7,2,CA,L
2,L8V,Non-A,140.3864,4,1,CA,L
2,L8V,Seasonal,0,10,1,CA,L
2,L8W,A,29.4401,3,2,CA,L
2,L9A,A,37.6817,1,1,CA,L
2,L9A,Non-A,24.8015,2,1,CA,L
2,L9C,A,21.1301,5,3,CA,L
2,L9C,Seasonal,22.6561,2,1,CA,L
2,L9H,A,13.5906,1,1,CA,L
2,L9H,Seasonal,36.2015,8,1,CA,L
2,L9M,A,0,6,1,CA,L
2,L9M,Non-A,72.4029,18,1,CA,L
2,L9N,A,0,4,1,CA,L
2,L9N,Non-A,203.9661,1,1,CA,L
2,L9N,Seasonal,198.2998,52,3,CA,L
2,L9P,A,224.5058,3,3,CA,L
2,L9P,Non-A,0,9,2,CA,L
2,L9P,Seasonal,64.9618,2,1,CA,L
2,L9R,A,45.251,15,1,CA,L
2,L9S,A,144.9723,10,1,CA,L
2,L9S,Seasonal,13.5753,3,1,CA,L
2,L9T,A,290.8547,22,4,CA,L
2,L9W,A,6.7915,3,2,CA,L
2,L9W,Non-A,68.384,8,1,CA,L
2,L9W,Seasonal,14.5911,2,1,CA,L
2,L9Y,A,156.6441,15,3,CA,L
2,L9Y,Non-A,37.5235,1,1,CA,L
2,L9Z,A,39.1854,13,1,CA,L
2,L9Z,Non-A,16.061,4,1,CA,L
2,L9Z,Seasonal,25.3833,10,1,CA,L
2,LA,A,42368.07,7824,1089,US,LA
2,LA,Non-A,13076.11,2378,549,US,LA
2,LA,Seasonal,14881.04,2817,454,US,LA
2,M1B,A,90.602,8,4,CA,M
2,M1B,Non-A,77.5702,31,2,CA,M
2,M1C,Non-A,43.7785,5,1,CA,M
2,M1C,Seasonal,22.6486,4,1,CA,M
2,M1E,A,30.2183,2,1,CA,M
2,M1E,Non-A,24.877,4,1,CA,M
2,M1E,Seasonal,43.0308,9,2,CA,M
2,M1G,A,203.4744,15,3,CA,M
2,M1G,Non-A,0,1,1,CA,M
2,M1H,Non-A,0,5,1,CA,M
2,M1H,Seasonal,61.4489,11,1,CA,M
2,M1J,A,71.8742,6,1,CA,M
2,M1J,Non-A,32.2882,1,1,CA,M
2,M1K,A,54.3014,21,2,CA,M
2,M1K,Non-A,16.2218,3,2,CA,M
2,M1L,A,120.8354,21,2,CA,M
2,M1L,Non-A,0,4,1,CA,M
2,M1M,A,0,1,1,CA,M
2,M1M,Non-A,272.6973,65,5,CA,M
2,M1M,Seasonal,192.5134,42,2,CA,M
2,M1P,Seasonal,15.094,4,1,CA,M
2,M1R,Non-A,21.0772,10,1,CA,M
2,M1S,A,59.3562,43,2,CA,M
2,M1S,Non-A,16.6125,1,1,CA,M
2,M1T,A,37.4478,5,1,CA,M
2,M1T,Non-A,0,5,1,CA,M
2,M1V,A,106.7462,45,1,CA,M
2,M1W,A,77.9178,5,2,CA,M
2,M1W,Non-A,0,11,1,CA,M
2,M2H,A,44.1715,3,1,CA,M
2,M2J,Non-A,59.7869,6,1,CA,M
2,M2K,A,175.9461,40,6,CA,M
2,M2K,Non-A,0,5,2,CA,M
2,M2N,A,47.1742,8,2,CA,M
2,M2N,Non-A,75.0996,19,2,CA,M
2,M2N,Seasonal,15.1016,2,1,CA,M
2,M2R,A,279.036,24,1,CA,M
2,M3A,A,62.8312,2,2,CA,M
2,M3A,Non-A,0,5,2,CA,M
2,M3A,Seasonal,0,2,1,CA,M
2,M3B,A,58.0871,12,2,CA,M
2,M3B,Non-A,49.8298,3,1,CA,M
2,M3C,A,102.248,15,3,CA,M
2,M3C,Non-A,0,4,1,CA,M
2,M3H,A,45.9847,3,1,CA,M
2,M3H,Non-A,122.0818,25,2,CA,M
2,M3K,A,58.2456,4,1,CA,M
2,M3K,Non-A,0,6,1,CA,M
2,M3M,A,41.5426,8,3,CA,M
2,M3M,Non-A,92.1203,5,1,CA,M
2,M3N,A,1346.5966,753,4,CA,M
2,M3N,Non-A,9.0502,1,1,CA,M
2,M4A,A,7.5545,2,1,CA,M
2,M4A,Non-A,20.3595,5,1,CA,M
2,M4B,A,94.3945,5,1,CA,M
2,M4C,A,103.2333,21,3,CA,M
2,M4C,Non-A,0,1,1,CA,M
2,M4C,Seasonal,125.8969,15,2,CA,M
2,M4E,A,340.7258,14,4,CA,M
2,M4E,Non-A,0,12,1,CA,M
2,M4E,Seasonal,5.9983,74,2,CA,M
2,M4G,A,30.2107,2,1,CA,M
2,M4H,A,31.7216,1,1,CA,M
2,M4J,A,158.895,5,3,CA,M
2,M4J,Seasonal,33.6329,15,2,CA,M
2,M4K,A,28.6922,2,2,CA,M
2,M4L,A,201.8994,36,7,CA,M
2,M4L,Non-A,24.8847,8,2,CA,M
2,M4M,A,154.1955,7,1,CA,M
2,M4M,Non-A,0,23,1,CA,M
2,M4M,Seasonal,0,4,1,CA,M
2,M4N,A,8.3024,1,1,CA,M
2,M4P,A,45.5388,19,2,CA,M
2,M4P,Non-A,93.1305,10,3,CA,M
2,M4S,A,84.4598,19,2,CA,M
2,M4S,Non-A,410.5911,82,4,CA,M
2,M4T,A,17.4435,11,2,CA,M
2,M4T,Non-A,128.3069,6,1,CA,M
2,M4V,A,60.4215,4,1,CA,M
2,M4V,Seasonal,58.9257,8,2,CA,M
2,M4W,A,367.0006,23,4,CA,M
2,M4W,Non-A,0,20,1,CA,M
2,M4W,Seasonal,54.3023,12,1,CA,M
2,M4Y,A,76.9584,13,2,CA,M
2,M4Y,Seasonal,0,2,1,CA,M
2,M5A,A,45.3199,1,1,CA,M
2,M5B,A,13.5755,3,1,CA,M
2,M5B,Seasonal,124.5675,22,1,CA,M
2,M5C,A,211.498,4,1,CA,M
2,M5E,A,19.6192,1,1,CA,M
2,M5E,Non-A,0,2,1,CA,M
2,M5H,A,38.1354,5,2,CA,M
2,M5J,A,646.6716,46,2,CA,M
2,M5M,A,41.1874,3,1,CA,M
2,M5M,Non-A,16.197,1,1,CA,M
2,M5N,A,7.2296,3,1,CA,M
2,M5P,A,158.1625,24,3,CA,M
2,M5R,A,81.6561,22,3,CA,M
2,M5R,Non-A,73.0222,17,3,CA,M
2,M5R,Seasonal,78.5676,10,2,CA,M
2,M5S,A,411.7246,39,3,CA,M
2,M5T,A,22.6635,2,1,CA,M
2,M5T,Non-A,0,1,1,CA,M
2,M5V,A,326.3953,76,11,CA,M
2,M5V,Non-A,21.742,1,1,CA,M
2,M6A,A,116.6953,12,3,CA,M
2,M6A,Non-A,0,1,1,CA,M
2,M6B,A,22.6637,4,1,CA,M
2,M6B,Non-A,148.7787,18,3,CA,M
2,M6B,Seasonal,100.6345,20,1,CA,M
2,M6C,A,162.5588,8,1,CA,M
2,M6C,Non-A,0,14,1,CA,M
2,M6C,Seasonal,0,2,1,CA,M
2,M6G,A,81.1889,4,1,CA,M
2,M6G,Non-A,20.624,5,1,CA,M
2,M6H,A,529.2004,82,9,CA,M
2,M6H,Non-A,0,10,2,CA,M
2,M6J,A,19.2415,3,1,CA,M
2,M6K,A,250.29,35,7,CA,M
2,M6K,Non-A,0,3,2,CA,M
2,M6L,A,76.8863,4,1,CA,M
2,M6M,A,38.0069,2,1,CA,M
2,M6M,Non-A,0,2,1,CA,M
2,M6N,A,48.3896,9,4,CA,M
2,M6P,A,20.3898,1,1,CA,M
2,M6R,A,301.4727,40,5,CA,M
2,M6R,Non-A,117.7608,12,1,CA,M
2,M6R,Seasonal,0,3,1,CA,M
2,M8V,A,46.007,14,3,CA,M
2,M8V,Non-A,125.285,2,2,CA,M
2,M8V,Seasonal,31.6839,6,1,CA,M
2,M8X,A,18.977,3,2,CA,M
2,M8Y,A,109.8055,19,2,CA,M
2,M8Y,Non-A,0,1,1,CA,M
2,M8Z,A,148.4472,11,3,CA,M
2,M8Z,Non-A,0,1,1,CA,M
2,M8Z,Seasonal,0,8,1,CA,M
2,M9A,A,223.6079,80,2,CA,M
2,M9A,Non-A,65.5509,6,2,CA,M
2,M9A,Seasonal,0,3,1,CA,M
2,M9B,A,62.3029,8,2,CA,M
2,M9B,Non-A,0,5,2,CA,M
2,M9C,A,56.9461,11,2,CA,M
2,M9C,Non-A,15.1316,8,2,CA,M
2,M9L,A,21.1226,4,1,CA,M
2,M9M,A,115.1841,34,2,CA,M
2,M9M,Seasonal,0,4,1,CA,M
2,M9N,A,16.62,1,1,CA,M
2,M9N,Non-A,15.6908,3,1,CA,M
2,M9P,A,82.3448,20,1,CA,M
2,M9P,Seasonal,13.2054,4,1,CA,M
2,M9R,Seasonal,74.7751,3,2,CA,M
2,M9V,A,62.3478,11,2,CA,M
2,M9V,Non-A,0,1,1,CA,M
2,M9W,A,777.4643,35,4,CA,M
2,M9W,Non-A,19.2415,3,1,CA,M
2,MA,A,94697.02,18062,2623,US,MA
2,MA,Non-A,35926.82,6914,1488,US,MA
2,MA,Seasonal,36249.35,6567,1169,US,MA
2,MD,A,83743.2,17066,2324,US,MD
2,MD,Non-A,31576.24,5563,1254,US,MD
2,MD,Seasonal,34849.23,6502,1110,US,MD
2,ME,A,16069.72,2525,442,US,ME
2,ME,Non-A,4904,940,229,US,ME
2,ME,Seasonal,5069.94,1036,181,US,ME
2,MI,A,118221.85,22498,2888,US,MI
2,MI,Non-A,41476.14,6667,1527,US,MI
2,MI,Seasonal,41170.27,8051,1363,US,MI
2,MN,A,67446.88,12021,1638,US,MN
2,MN,Non-A,21747.36,3685,886,US,MN
2,MN,Seasonal,23970.31,4497,685,US,MN
2,MO,A,67272.04,11807,1750,US,MO
2,MO,Non-A,22077.91,4118,888,US,MO
2,MO,Seasonal,25457.8,4802,792,US,MO
2,MS,A,19034.54,3783,529,US,MS
2,MS,Non-A,6813.76,1161,298,US,MS
2,MS,Seasonal,7710.05,1572,236,US,MS
2,MT,A,14133.33,2736,340,US,MT
2,MT,Non-A,3657.21,862,179,US,MT
2,MT,Seasonal,5709.73,1025,167,US,MT
2,N0A,A,107.2522,9,3,CA,N
2,N0A,Seasonal,23.7965,7,1,CA,N
2,N0B,A,255.3515,35,9,CA,N
2,N0B,Non-A,0,2,1,CA,N
2,N0B,Seasonal,106.4288,19,3,CA,N
2,N0C,A,12.0268,8,1,CA,N
2,N0C,Seasonal,10.395,4,1,CA,N
2,N0E,A,174.268,40,5,CA,N
2,N0E,Non-A,0,3,1,CA,N
2,N0E,Seasonal,52.8669,4,2,CA,N
2,N0G,A,363.1704,61,13,CA,N
2,N0G,Non-A,96.5545,13,4,CA,N
2,N0G,Seasonal,0,8,1,CA,N
2,N0H,A,79.5192,21,7,CA,N
2,N0H,Non-A,274.8193,19,7,CA,N
2,N0H,Seasonal,45.8931,16,2,CA,N
2,N0J,A,66.1703,18,3,CA,N
2,N0J,Non-A,175.7643,9,2,CA,N
2,N0J,Seasonal,0,16,1,CA,N
2,N0K,A,37.7578,2,1,CA,N
2,N0K,Non-A,32.6055,5,1,CA,N
2,N0L,A,575.628,218,7,CA,N
2,N0L,Non-A,13.0164,15,4,CA,N
2,N0M,A,554.4285,112,10,CA,N
2,N0M,Non-A,79.2549,16,5,CA,N
2,N0M,Seasonal,65.2108,8,2,CA,N
2,N0N,A,265.1729,34,5,CA,N
2,N0N,Non-A,0,7,1,CA,N
2,N0P,A,275.5832,45,4,CA,N
2,N0P,Non-A,42.8721,10,2,CA,N
2,N0P,Seasonal,177.8569,70,3,CA,N
2,N0R,A,298.4433,20,3,CA,N
2,N0R,Non-A,9.0428,8,2,CA,N
2,N0R,Seasonal,28.5109,6,1,CA,N
2,N1A,A,0,11,2,CA,N
2,N1A,Non-A,288.2221,7,2,CA,N
2,N1E,A,0,2,1,CA,N
2,N1E,Non-A,20.012,1,1,CA,N
2,N1G,A,64.6343,9,3,CA,N
2,N1G,Non-A,71.7002,5,3,CA,N
2,N1G,Seasonal,0,1,1,CA,N
2,N1H,A,12.0797,10,3,CA,N
2,N1H,Non-A,48.3341,1,1,CA,N
2,N1H,Seasonal,39.4115,23,3,CA,N
2,N1M,A,45.3576,16,2,CA,N
2,N1R,A,122.248,37,3,CA,N
2,N1R,Non-A,16.3706,3,1,CA,N
2,N1R,Seasonal,12.7369,1,1,CA,N
2,N1S,Seasonal,63.3527,14,1,CA,N
2,N2A,Seasonal,197.0233,40,1,CA,N
2,N2B,A,533.7461,71,5,CA,N
2,N2B,Non-A,138.0145,31,2,CA,N
2,N2C,Non-A,8.1437,2,1,CA,N
2,N2E,A,109.426,15,3,CA,N
2,N2G,A,92.8079,15,2,CA,N
2,N2H,A,254.3022,34,3,CA,N
2,N2J,A,250.887,46,4,CA,N
2,N2J,Non-A,2.6894,10,3,CA,N
2,N2K,A,126.7955,39,4,CA,N
2,N2K,Non-A,67.8551,20,2,CA,N
2,N2L,Non-A,67.8779,15,1,CA,N
2,N2M,A,0,6,1,CA,N
2,N2M,Non-A,51.5743,12,1,CA,N
2,N2M,Seasonal,0,3,1,CA,N
2,N2N,Non-A,42.2905,1,1,CA,N
2,N2N,Seasonal,0,2,1,CA,N
2,N2P,A,0,1,1,CA,N
2,N2P,Non-A,75.5382,1,1,CA,N
2,N2P,Seasonal,0,2,1,CA,N
2,N2R,Seasonal,92.239,15,1,CA,N
2,N2V,A,52.8065,10,1,CA,N
2,N2Z,A,113.8852,10,2,CA,N
2,N2Z,Seasonal,43.0308,8,1,CA,N
2,N3A,A,45.6221,2,1,CA,N
2,N3A,Non-A,71.8741,6,1,CA,N
2,N3B,A,0,2,1,CA,N
2,N3B,Non-A,59.998,8,1,CA,N
2,N3C,A,16.363,4,1,CA,N
2,N3C,Non-A,33.3685,3,1,CA,N
2,N3H,Seasonal,29.4628,3,1,CA,N
2,N3L,A,11.5358,5,2,CA,N
2,N3L,Non-A,29.5836,2,1,CA,N
2,N3R,A,43.0308,7,2,CA,N
2,N3S,A,180.6297,40,2,CA,N
2,N3T,A,6.0436,2,1,CA,N
2,N3V,A,29.3644,13,1,CA,N
2,N3W,A,21.3219,2,2,CA,N
2,N3W,Non-A,0,1,1,CA,N
2,N3Y,A,611.1797,138,5,CA,N
2,N3Y,Non-A,0,21,3,CA,N
2,N3Y,Seasonal,0,3,1,CA,N
2,N4G,A,161.5994,17,5,CA,N
2,N4G,Seasonal,0,2,1,CA,N
2,N4K,A,128.2084,19,4,CA,N
2,N4K,Non-A,90.0275,13,2,CA,N
2,N4N,A,0,9,1,CA,N
2,N4N,Non-A,39.2081,1,1,CA,N
2,N4S,A,190.1554,18,6,CA,N
2,N4S,Non-A,4.4874,14,2,CA,N
2,N4S,Seasonal,3.83,2,1,CA,N
2,N4T,A,122.2482,18,1,CA,N
2,N4T,Non-A,18.1309,2,1,CA,N
2,N4W,Non-A,57.9283,5,2,CA,N
2,N4W,Seasonal,315.2073,76,1,CA,N
2,N4X,A,74.0197,2,1,CA,N
2,N4X,Non-A,5.4015,1,1,CA,N
2,N5A,A,14.0364,8,2,CA,N
2,N5A,Non-A,115.4411,13,2,CA,N
2,N5C,A,55.1257,5,1,CA,N
2,N5C,Seasonal,9.0502,4,1,CA,N
2,N5H,A,0,5,1,CA,N
2,N5H,Non-A,26.1611,2,1,CA,N
2,N5H,Seasonal,22.6561,2,1,CA,N
2,N5R,A,288.6298,50,4,CA,N
2,N5W,A,133.4591,5,2,CA,N
2,N5X,A,45.3048,3,1,CA,N
2,N5Y,A,40.7795,5,2,CA,N
2,N5Y,Non-A,21.1452,1,1,CA,N
2,N5Y,Seasonal,6.7532,2,1,CA,N
2,N5Z,A,166.978,9,4,CA,N
2,N5Z,Non-A,11.9055,13,1,CA,N
2,N6A,A,0,1,1,CA,N
2,N6A,Non-A,11.3391,3,1,CA,N
2,N6C,A,274.0266,96,5,CA,N
2,N6C,Seasonal,9.1992,6,1,CA,N
2,N6E,A,-7.5623,3,2,CA,N
2,N6E,Non-A,29.4175,6,1,CA,N
2,N6E,Seasonal,30.1881,4,1,CA,N
2,N6G,A,84.1429,2,2,CA,N
2,N6H,A,429.6889,29,6,CA,N
2,N6H,Non-A,0,3,1,CA,N
2,N6J,A,29.4628,3,1,CA,N
2,N6K,A,19.8382,3,1,CA,N
2,N6K,Non-A,17.2168,2,2,CA,N
2,N6L,Non-A,52.0887,1,1,CA,N
2,N6L,Seasonal,0,4,1,CA,N
2,N6M,A,38.9438,6,1,CA,N
2,N6N,A,41.5426,1,1,CA,N
2,N7A,A,196.3284,14,2,CA,N
2,N7G,A,86.4999,10,1,CA,N
2,N7L,A,0,1,1,CA,N
2,N7L,Non-A,43.4383,9,1,CA,N
2,N7L,Seasonal,6.7991,1,1,CA,N
2,N7M,A,44.9796,7,2,CA,N
2,N7M,Non-A,94.0847,26,1,CA,N
2,N7M,Seasonal,69.4567,12,1,CA,N
2,N7S,A,753.1713,32,4,CA,N
2,N7S,Non-A,19.2414,3,3,CA,N
2,N7X,Non-A,4.155,1,1,CA,N
2,N8H,A,217.7,27,5,CA,N
2,N8H,Non-A,0,1,1,CA,N
2,N8H,Seasonal,18.4706,1,1,CA,N
2,N8M,A,7.5545,1,1,CA,N
2,N8N,A,122.6107,10,4,CA,N
2,N8N,Non-A,0,24,2,CA,N
2,N8R,A,36.6699,6,1,CA,N
2,N8S,A,1.5789,1,1,CA,N
2,N8S,Seasonal,4.7518,1,1,CA,N
2,N8T,Non-A,23.7742,3,1,CA,N
2,N8W,Non-A,78.7791,12,1,CA,N
2,N8X,Non-A,8.4837,2,1,CA,N
2,N9A,A,50.744,5,2,CA,N
2,N9C,A,19.9893,4,1,CA,N
